Discount|OrderID|ProductID|Quantity|UnitPrice
0,1|11033|69|36|2,15
0,1|11034|21|15|10,84
0|11034|44|12|73,29
0|11034|61|6|24,26
0|11035|1|10|19,55
0|11035|35|60|6,11
0|11035|42|30|13,32
0|11035|54|10|37,3
0|11036|13|7|25,01
0|11036|59|30|8,26
0|11037|70|4|29
0,2|11038|40|5|17,77
0|11038|52|2|77,61
0|11038|71|30|32,06
0|11039|28|20|47,9
0|11039|35|24|6,16
0|11039|49|60|18,6
0|11039|57|28|20,56
0|11040|21|20|10,46
0,2|11041|2|30|20,12
0|11041|63|30|20,35
0|11042|44|15|75,41
0|11042|61|4|28,54
0|11043|11|10|28,28
0|11044|62|12|26,4
0|11045|33|15|25,02
0|11045|51|24|102,55
0,05|11046|12|20|9,32
0,05|11046|32|15|20,85
0,05|11046|35|18|6,31
0,25|11047|1|25|19,31
0,25|11047|5|30|5,96
0|11048|68|42|11,52
0,2|11049|2|10|18,7
0,2|11049|12|4|9,22
0,1|11050|76|50|383,81
0,2|11051|24|10|4,14
0,2|11052|43|30|11,92
0,2|11052|61|10|27,92
0,2|11053|18|35|25,45
0|11053|32|20|20,56
0,2|11053|64|25|36,14
0|11054|33|10|23,84
0|11054|67|20|54,53
0|11055|24|15|4,49
0|11055|25|15|12,62
0|11055|51|20|97,08
0|11055|57|20|19,37
0|11056|7|40|42,15
0|11056|55|35|39,07
0|11056|60|50|5,38
0|11057|70|3|28,7
0|11058|21|3|10,3
0|11058|60|21|5,48
0|11058|61|4|26,97
0|11059|13|30|27,08
0|11059|17|12|26,8
0|11059|60|35|5,19
0|11060|60|4|4,96
0|11060|77|10|13,11
0|11061|60|15|5,27
0,2|11062|53|10|61,54
0,2|11062|70|12|27,68
0|11063|34|30|8,06
0,1|11063|40|40|19,96
0,1|11063|41|30|9,62
0,1|11064|17|77|26,89
0|11064|41|12|10,23
0,1|11064|53|25|61,21
0,1|11064|55|4|39,76
0|11064|68|55|11,41
0,25|11065|30|4|24,6
0,25|11065|54|20|37,69
0|11066|16|3|9,36
0|11066|19|42|9,81
0|11066|34|35|7,59
0|11067|41|9|9,34
0,15|11068|28|8|46,86
0,15|11068|43|36|11,21
0,15|11068|77|28|13,89
0|11069|39|20|58,26
0,15|11070|1|40|18,57
0,15|11070|2|20|20,17
0,15|11070|16|30|8,76
0|11070|31|20|8,45
0,05|11071|7|15|42,5
0,05|11071|13|10|26,07
0|11072|2|8|20,2
0|11072|41|40|10,4
0|11072|50|22|15,81
0|11072|64|130|32,54
0|11073|11|10|28,93
0|11073|24|20|4,6
0,05|11074|16|14|9,72
0,15|11075|2|10|17,1
0,15|11075|46|30|13,18
0,15|11075|76|2|379,05
0,25|11076|6|20|3,82
0,25|11076|14|20|24,93
0,25|11076|19|10|9,78
0,2|11077|2|24|18,93
0|11077|3|4|21,85
0|11077|4|3|23,6
0,02|11077|6|50|4,39
0,05|11077|7|15|40,04
0,1|11077|8|5|21,61
0|11077|10|15|6,57
0,05|11077|12|10|10,73
0|11077|13|10|26,43
0,03|11077|14|50|24,74
0,03|11077|16|25|10,35
0,04|11077|20|15|79,83
0|11077|23|14|9,47
0|11077|32|10|18,98
0,05|11077|39|10|55,1
0|11077|41|8|8,72
0,02|11077|46|8|11,63
0|11077|52|8|82,83
0|11077|55|5|42,11
0,06|11077|60|8|5,33
0,03|11077|64|15|34,09
0|11077|66|8|20,35
0,01|11077|73|5|1,21
0|11077|75|14|8,19
0|11077|77|10|11,98
0,05|11078|2|10|18,9
0,05|11078|3|25|19,5
0,05|11079|13|10|25,5
0|11079|57|15|19
0,05|11080|14|100|23
0,1|11081|75|150|7,05
0,07|11082|3|35|19,55
0|11083|9|5|38,9
0|11083|21|15|9,95
0|11083|22|15|3,5
0,05|11083|24|50|4,5
0|11083|33|3|25,5
0|11083|37|7|4,5
0|11083|42|10|15,65
0|11083|47|5|25,5
0,03|11083|51|3|99,9
0,04|11083|62|5|24
